pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
AR-VI,AR docs,embed,70.0,23.1225,34.3296,0.8912,21.6558,24.5892,21.3745,24.8706,19.2292,36.6184,bge-m3,mmarco-8841823-arabic-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-201805-agg.csv
AR-VI,AR docs,embed,90.0,18.631,31.8489,0.8268,17.2702,19.9917,17.0092,20.2527,15.2636,30.2841,bge-m3,mmarco-8841823-arabic-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-201817-agg.csv
AR-VI,AR docs,embed,100.0,16.4367,30.4548,0.7906,15.1355,17.7379,14.8859,17.9874,13.4184,26.8812,bge-m3,mmarco-8841823-arabic-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-201832-agg.csv
AR-VI,VI docs,embed,0.0,17.2681,30.4581,0.7907,15.9668,18.5694,15.7172,18.819,13.8723,28.65,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-185656-agg.csv
AR-VI,VI docs,embed,10.0,19.2591,31.9452,0.8293,17.8942,20.624,17.6325,20.8857,15.7032,31.177,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-185709-agg.csv
AR-VI,VI docs,embed,30.0,23.6189,34.24,0.8888,22.156,25.0818,21.8755,25.3624,19.397,37.8706,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-185725-agg.csv
AR-VI,VI docs,embed,50.0,26.1855,35.3352,0.9173,24.6759,27.6952,24.3863,27.9848,21.649,41.4982,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-185739-agg.csv
AR-VI,VI docs,embed,70.0,26.7649,35.6895,0.9265,25.24,28.2897,24.9476,28.5822,22.2936,42.0373,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-185754-agg.csv
AR-VI,VI docs,embed,90.0,26.5377,36.1835,0.9393,24.9917,28.0836,24.6952,28.3801,22.3864,40.5885,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-185807-agg.csv
AR-VI,VI docs,embed,100.0,26.1947,36.1994,0.9397,24.6481,27.7414,24.3515,28.038,22.1988,39.9146,bge-m3,mmarco-8841823-vietnamese-ar-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-185824-agg.csv
AR-ZH,AR + ZH docs,embed,0.0,24.5484,34.8646,0.905,23.0588,26.038,22.7731,26.3237,20.4733,38.7522,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260202-234957-agg.csv
AR-ZH,AR + ZH docs,embed,10.0,25.1007,34.9947,0.9084,23.6056,26.5959,23.3188,26.8826,20.8665,39.8641,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260202-235024-agg.csv
AR-ZH,AR + ZH docs,embed,30.0,26.3297,34.9677,0.9077,24.8357,27.8237,24.5491,28.1102,21.5848,42.6606,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260202-235037-agg.csv
AR-ZH,AR + ZH docs,embed,50.0,26.3501,34.908,0.9062,24.8587,27.8415,24.5726,28.1276,21.5282,42.5258,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260202-235049-agg.csv
AR-ZH,AR + ZH docs,embed,70.0,26.7034,34.7671,0.9025,25.218,28.1888,24.9331,28.4738,21.7392,43.5029,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260202-235101-agg.csv
AR-ZH,AR + ZH docs,embed,90.0,26.393,34.9729,0.9079,24.8988,27.8872,24.6122,28.1738,21.6523,42.4921,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260202-235113-agg.csv
AR-ZH,AR + ZH docs,embed,100.0,26.4028,34.9732,0.9079,24.9085,27.897,24.6219,28.1836,21.6378,42.728,bge-m3,mmarco-8841823-bilingual-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260202-235126-agg.csv
AR-ZH,AR docs,embed,0.0,24.5283,34.8336,0.9042,23.04,26.0165,22.7545,26.302,20.4433,38.7298,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-190042-agg.csv
AR-ZH,AR docs,embed,10.0,24.9841,34.7533,0.9022,23.4993,26.4689,23.2145,26.7537,20.6826,39.8416,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-190052-agg.csv
AR-ZH,AR docs,embed,30.0,25.8997,35.0679,0.9103,24.4014,27.398,24.114,27.6853,21.4019,41.4926,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-190101-agg.csv
AR-ZH,AR docs,embed,50.0,25.975,35.2676,0.9155,24.4682,27.4818,24.1792,27.7708,21.5352,41.4589,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-190111-agg.csv
AR-ZH,AR docs,embed,70.0,23.0882,33.9979,0.8825,21.6356,24.5408,21.357,24.8194,18.9325,37.3989,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-190120-agg.csv
AR-ZH,AR docs,embed,90.0,18.8126,31.6368,0.8213,17.461,20.1643,17.2017,20.4236,15.248,31.2107,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-190130-agg.csv
AR-ZH,AR docs,embed,100.0,16.1331,29.9865,0.7784,14.8519,17.4143,14.6062,17.66,13.0894,26.6622,bge-m3,mmarco-8841823-arabic-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-190140-agg.csv
AR-ZH,ZH docs,embed,0.0,15.4869,30.0035,0.7789,14.2051,16.7688,13.9592,17.0147,12.6014,25.0337,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-192015-agg.csv
AR-ZH,ZH docs,embed,10.0,17.6442,31.2878,0.8122,16.3074,18.981,16.0511,19.2374,14.4094,28.5602,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-192026-agg.csv
AR-ZH,ZH docs,embed,30.0,22.3865,33.3041,0.8645,20.9636,23.8094,20.6906,24.0823,18.1089,36.7307,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-192043-agg.csv
AR-ZH,ZH docs,embed,50.0,25.2281,34.3017,0.8904,23.7626,26.6936,23.4815,26.9747,20.4715,41.077,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-192057-agg.csv
AR-ZH,ZH docs,embed,70.0,26.4649,34.7753,0.9027,24.9791,27.9506,24.6941,28.2356,21.5692,43.0312,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-192113-agg.csv
AR-ZH,ZH docs,embed,90.0,26.2088,34.8519,0.9047,24.7198,27.6979,24.4342,27.9835,21.4509,42.29,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-192127-agg.csv
AR-ZH,ZH docs,embed,100.0,26.1669,34.8573,0.9049,24.6776,27.6562,24.392,27.9418,21.3731,42.4248,bge-m3,mmarco-8841823-chinese-ar-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-192141-agg.csv
DE-AR,AR docs,embed,0.0,18.1014,31.1628,0.8089,16.77,19.4329,16.5146,19.6882,14.83,29.7114,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-054138-agg.csv
DE-AR,AR docs,embed,10.0,20.5701,32.4822,0.8432,19.1823,21.9579,18.9161,22.2241,16.7644,33.6534,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-054152-agg.csv
DE-AR,AR docs,embed,30.0,24.7356,34.3234,0.891,23.2692,26.2021,22.9879,26.4834,20.4401,39.7181,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-054205-agg.csv
DE-AR,AR docs,embed,50.0,26.8637,35.9093,0.9322,25.3295,28.3979,25.0352,28.6922,22.5073,41.8744,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-054219-agg.csv
DE-AR,AR docs,embed,70.0,26.4384,35.6787,0.9262,24.914,27.9628,24.6216,28.2551,22.1622,41.3915,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-054238-agg.csv
DE-AR,AR docs,embed,90.0,25.263,34.7905,0.9031,23.7766,26.7495,23.4915,27.0346,20.8604,40.5155,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-054251-agg.csv
DE-AR,AR docs,embed,100.0,24.5283,34.8336,0.9042,23.04,26.0165,22.7545,26.302,20.4433,38.7298,bge-m3,mmarco-8841823-arabic-de-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-054306-agg.csv
DE-AR,DE + AR docs,embed,0.0,27.9303,36.3797,0.9444,26.376,29.4847,26.0779,29.7828,23.4989,42.9638,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260202-123753-agg.csv
DE-AR,DE + AR docs,embed,10.0,28.6464,36.5042,0.9476,27.0868,30.2061,26.7876,30.5052,24.0065,44.48,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260202-123805-agg.csv
DE-AR,DE + AR docs,embed,30.0,28.8018,36.007,0.9347,27.2634,30.3402,26.9683,30.6353,24.0405,45.4066,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260202-123816-agg.csv
DE-AR,DE + AR docs,embed,50.0,28.6311,36.4311,0.9457,27.0746,30.1876,26.776,30.4861,24.0654,44.5137,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260202-123826-agg.csv
DE-AR,DE + AR docs,embed,70.0,26.9012,35.6377,0.9251,25.3786,28.4238,25.0865,28.7159,22.4443,42.4584,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260202-123836-agg.csv
DE-AR,DE + AR docs,embed,90.0,25.4933,35.0313,0.9094,23.9966,26.99,23.7095,27.2771,21.1449,40.5829,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260202-123847-agg.csv
DE-AR,DE + AR docs,embed,100.0,24.7938,34.9738,0.9079,23.2995,26.288,23.0129,26.5746,20.6888,39.0667,bge-m3,mmarco-8841823-bilingual-de-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260202-123858-agg.csv
DE-AR,DE docs,embed,0.0,27.7748,36.2988,0.9423,26.224,29.3257,25.9265,29.6232,23.338,42.9301,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260206-054710-agg.csv
DE-AR,DE docs,embed,10.0,28.37,36.5469,0.9487,26.8086,29.9315,26.5091,30.231,23.7816,43.9072,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260206-054722-agg.csv
DE-AR,DE docs,embed,30.0,28.3221,36.1228,0.9377,26.7788,29.8655,26.4828,30.1615,23.6308,44.3958,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260206-054731-agg.csv
DE-AR,DE docs,embed,50.0,27.1186,35.7448,0.9279,25.5914,28.6458,25.2985,28.9387,22.5298,42.5764,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260206-054739-agg.csv
DE-AR,DE docs,embed,70.0,23.6628,34.1572,0.8867,22.2034,25.1221,21.9235,25.402,19.4689,38.0279,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260206-054746-agg.csv
DE-AR,DE docs,embed,90.0,18.2338,31.1852,0.8095,16.9014,19.5662,16.6459,19.8218,14.7966,30.0764,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260206-054753-agg.csv
DE-AR,DE docs,embed,100.0,15.8512,29.5804,0.7679,14.5874,17.115,14.345,17.3574,12.8157,26.4376,bge-m3,mmarco-8841823-german-de-ar-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260206-054800-agg.csv
DE-HI,DE + HI docs,embed,0.0,27.8864,36.3167,0.9427,26.3348,29.438,26.0372,29.7356,23.3541,43.1997,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-033415-agg.csv
DE-HI,DE + HI docs,embed,10.0,28.4161,36.2927,0.9421,26.8655,29.9667,26.568,30.2641,23.6724,44.48,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-033426-agg.csv
DE-HI,DE + HI docs,embed,30.0,29.184,36.2292,0.9405,27.6362,30.7319,27.3393,31.0288,24.2359,46.0748,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-033438-agg.csv
DE-HI,DE + HI docs,embed,50.0,28.9185,36.21,0.94,27.3714,30.4655,27.0747,30.7623,24.1095,45.4178,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-033448-agg.csv
DE-HI,DE + HI docs,embed,70.0,28.5341,36.4326,0.9457,26.9775,30.0907,26.6789,30.3892,23.9189,44.407,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-033459-agg.csv
DE-HI,DE + HI docs,embed,90.0,27.4682,36.139,0.9381,25.9242,29.0123,25.628,29.3084,22.9409,43.0368,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-033511-agg.csv
DE-HI,DE + HI docs,embed,100.0,26.9598,36.1267,0.9378,25.4163,28.5033,25.1202,28.7993,22.5772,41.925,bge-m3,mmarco-8841823-bilingual-de-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-033524-agg.csv
DE-HI,DE docs,embed,0.0,27.7748,36.2988,0.9423,26.224,29.3257,25.9265,29.6232,23.338,42.9301,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-002854-agg.csv
DE-HI,DE docs,embed,10.0,28.3677,36.5573,0.949,26.8058,29.9296,26.5062,30.2292,23.7657,43.9072,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-002910-agg.csv
DE-HI,DE docs,embed,30.0,28.5875,36.1633,0.9388,27.0424,30.1325,26.746,30.4289,23.7781,45.1876,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-002924-agg.csv
DE-HI,DE docs,embed,50.0,27.7093,35.3464,0.9175,26.1991,29.2195,25.9095,29.5091,22.7641,44.7159,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-002938-agg.csv
DE-HI,DE docs,embed,70.0,24.5633,34.4351,0.8939,23.0921,26.0346,22.8099,26.3168,20.1703,39.6395,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-002953-agg.csv
DE-HI,DE docs,embed,90.0,20.4699,32.5722,0.8455,19.0783,21.8616,18.8113,22.1285,16.7779,33.221,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-003005-agg.csv
DE-HI,DE docs,embed,100.0,17.6448,30.4052,0.7893,16.3458,18.9439,16.0966,19.1931,14.1351,29.717,bge-m3,mmarco-8841823-german-de-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-003020-agg.csv
DE-HI,HI docs,embed,0.0,18.166,31.4746,0.817,16.8213,19.5108,16.5633,19.7687,14.9207,29.4418,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-011322-agg.csv
DE-HI,HI docs,embed,10.0,20.8456,32.8901,0.8538,19.4403,22.2508,19.1708,22.5203,17.0286,33.7208,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-011334-agg.csv
DE-HI,HI docs,embed,30.0,25.3534,35.1543,0.9126,23.8514,26.8554,23.5633,27.1434,21.0311,40.1898,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-011346-agg.csv
DE-HI,HI docs,embed,50.0,27.3887,36.2092,0.9399,25.8417,28.9357,25.5449,29.2325,23.0343,42.2619,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-011359-agg.csv
DE-HI,HI docs,embed,70.0,27.7934,36.2345,0.9406,26.2453,29.3415,25.9484,29.6385,23.2074,43.3401,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-011411-agg.csv
DE-HI,HI docs,embed,90.0,27.2528,36.1721,0.939,25.7073,28.7982,25.4109,29.0947,22.7945,42.4641,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-011422-agg.csv
DE-HI,HI docs,embed,100.0,26.7959,36.1214,0.9377,25.2526,28.3391,24.9566,28.6351,22.4219,41.5544,bge-m3,mmarco-8841823-hindi-de-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-011436-agg.csv
DE-ID,DE + ID docs,embed,0.0,28.1379,36.3315,0.9431,26.5856,29.6902,26.2879,29.9879,23.5478,43.6714,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-045238-agg.csv
DE-ID,DE + ID docs,embed,10.0,28.6288,36.4907,0.9473,27.0697,30.1878,26.7707,30.4869,23.9869,44.3789,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-045249-agg.csv
DE-ID,DE + ID docs,embed,30.0,29.1351,36.5287,0.9482,27.5744,30.6958,27.275,30.9951,24.4125,45.4234,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-045300-agg.csv
DE-ID,DE + ID docs,embed,50.0,29.8295,36.5249,0.9481,28.269,31.39,27.9697,31.6893,24.9591,46.5914,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-045311-agg.csv
DE-ID,DE + ID docs,embed,70.0,29.5123,36.7017,0.9527,27.9442,31.0804,27.6435,31.3811,24.8208,45.7266,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-045322-agg.csv
DE-ID,DE + ID docs,embed,90.0,28.8064,36.1074,0.9373,27.2637,30.3491,26.9679,30.645,24.0259,45.1202,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-045334-agg.csv
DE-ID,DE + ID docs,embed,100.0,28.6271,36.1306,0.9379,27.0835,30.1708,26.7874,30.4669,23.8936,44.8169,bge-m3,mmarco-8841823-bilingual-de-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-045345-agg.csv
DE-ID,DE docs,embed,0.0,27.7748,36.2988,0.9423,26.224,29.3257,25.9265,29.6232,23.338,42.9301,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-034336-agg.csv
DE-ID,DE docs,embed,10.0,28.2884,36.6202,0.9506,26.7238,29.853,26.4237,30.1531,23.8067,43.604,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-034348-agg.csv
DE-ID,DE docs,embed,30.0,28.3245,36.2985,0.9423,26.7736,29.8753,26.4762,30.1728,23.6019,44.4463,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-034400-agg.csv
DE-ID,DE docs,embed,50.0,28.1535,36.1706,0.9389,26.6081,29.6988,26.3117,29.9952,23.534,44.2273,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-034412-agg.csv
DE-ID,DE docs,embed,70.0,26.4039,35.2393,0.9148,24.8984,27.9095,24.6096,28.1983,21.7998,42.1384,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-034424-agg.csv
DE-ID,DE docs,embed,90.0,23.4908,34.5268,0.8963,22.0156,24.9659,21.7327,25.2489,19.5445,37.1855,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-034436-agg.csv
DE-ID,DE docs,embed,100.0,22.1402,34.0908,0.885,20.6837,23.5967,20.4043,23.8761,18.5297,34.7709,bge-m3,mmarco-8841823-german-de-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-034448-agg.csv
DE-ID,ID docs,embed,0.0,22.6285,34.3432,0.8915,21.1612,24.0958,20.8798,24.3773,18.8627,35.3324,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-043321-agg.csv
DE-ID,ID docs,embed,10.0,24.3378,35.121,0.9117,22.8372,25.8383,22.5494,26.1261,20.2575,38.0279,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-043333-agg.csv
DE-ID,ID docs,embed,30.0,27.2633,36.013,0.9349,25.7246,28.8019,25.4295,29.097,22.7087,42.6325,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-043348-agg.csv
DE-ID,ID docs,embed,50.0,28.8658,36.3894,0.9446,27.3111,30.4205,27.0129,30.7187,24.1072,45.0584,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-043406-agg.csv
DE-ID,ID docs,embed,70.0,29.1843,36.3885,0.9446,27.6296,30.739,27.3314,31.0372,24.4449,45.4908,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-043418-agg.csv
DE-ID,ID docs,embed,90.0,28.7224,35.8679,0.9311,27.1899,30.2549,26.896,30.5488,23.8397,45.2886,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260207-043431-agg.csv
DE-ID,ID docs,embed,100.0,28.4534,35.8358,0.9303,26.9223,29.9845,26.6287,30.2782,23.6775,44.7832,bge-m3,mmarco-8841823-indonesian-de-id-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260207-043444-agg.csv
DE-JA,DE + JA docs,embed,0.0,27.95,36.2146,0.9401,26.4027,29.4972,26.1059,29.794,23.3336,43.5029,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260203-064850-agg.csv
DE-JA,DE + JA docs,embed,10.0,28.5065,36.4632,0.9465,26.9486,30.0644,26.6498,30.3632,23.8582,44.2442,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260203-064903-agg.csv
DE-JA,DE + JA docs,embed,30.0,28.7663,36.2174,0.9402,27.2189,30.3137,26.9221,30.6105,23.9252,45.3055,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260203-064914-agg.csv
DE-JA,DE + JA docs,embed,50.0,28.4767,35.3757,0.9183,26.9653,29.9881,26.6754,30.278,23.3476,45.8783,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260203-064927-agg.csv
DE-JA,DE + JA docs,embed,70.0,28.3837,35.8274,0.93,26.853,29.9144,26.5594,30.208,23.485,45.2718,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260203-064942-agg.csv
DE-JA,DE + JA docs,embed,90.0,27.7769,36.0089,0.9347,26.2384,29.3154,25.9434,29.6105,23.1921,43.5872,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20260203-064954-agg.csv
DE-JA,DE + JA docs,embed,100.0,27.3224,35.6998,0.9267,25.7971,28.8477,25.5046,29.1402,22.7438,43.1155,bge-m3,mmarco-8841823-bilingual-de-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20260203-065006-agg.csv
DE-JA,DE docs,embed,0.0,27.7748,36.2988,0.9423,26.224,29.3257,25.9265,29.6232,23.338,42.9301,bge-m3,mmarco-8841823-german-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20260207-131428-agg.csv
DE-JA,DE docs,embed,10.0,28.3101,36.5731,0.9494,26.7475,29.8727,26.4478,30.1724,23.8503,43.6377,bge-m3,mmarco-8841823-german-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20260207-131440-agg.csv
DE-JA,DE docs,embed,30.0,28.4141,36.1583,0.9386,26.8692,29.9589,26.5729,30.2552,23.768,44.6485,bge-m3,mmarco-8841823-german-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20260207-131452-agg.csv
DE-JA,DE docs,embed,50.0,27.6911,35.7579,0.9282,26.1633,29.2188,25.8703,29.5118,23.0952,43.6265,bge-m3,mmarco-8841823-german-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20260207-131503-agg.csv
DE-JA,DE docs,embed,70.0,24.8239,34.5578,0.8971,23.3474,26.3004,23.0642,26.5836,20.4299,39.9876,bge-m3,mmarco-8841823-german-de-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20260207-131519-agg.csv
